Review,Rating,Review_clean,sentiment
Go to shirt for this busy mom,5,shirt busy mom,0.0
Super cute but fits like a petite,4,super cute fit like petite,0.8979
Great quality pants,5,great quality pant,0.6249
Cute yet super wrinkly,3,cute super wrinkly,0.7845
"Cute fit, love the pockets!",4,cute fit love pocket,0.8658
Return never issued,1,return issue,0.0
I normally love this style have two other pair that are great for me,3,normally love style pair great,0.8519
Pretty color but a bit small,4,pretty color bit small,0.4939
"Pretty, but...",4,pretty,0.4939
Great for shorter torsos ... not so much on me,4,great short torso  ,0.6249
Totally see through,2,totally,0.0
Very Comfortable!! Would definitely buy!,4,comfortable definitely buy,0.7184
Color was nice.,5,color nice,0.4215
"White is a dull shade, not bright white",2,white dull shade bright white,0.0516
Great cords but are small,3,great cord small,0.6249
Avoid Avoid Avoid,1,avoid avoid avoid,-0.6808
Versatile sizing,4,versatile sizing,0.0
"Dress fits perfectly,  very sexy and elegant",5,dress fit perfectly   sexy elegant,0.9217
Riding the dowdy line,3,ride dowdy line,0.0
"Good shirt, but i didn't know i would like separate collar buttons",4,good shirt not know like separate collar button,0.1999
The perfect fall dress,5,perfect fall dress,0.5719
Pretty decent shirts,3,pretty decent shirt,0.4939
Classic design,5,classic design,0.0
"OK, but...",3,ok,0.296
Shorts are short,3,short short,0.0
"Cute...but not ""amazing""",3,cutebut amazing,0.5859
Yes!!!,4,yes,0.4019
Corner of pocket has almost worn a hole in jeans!,1,corner pocket wear hole jean,0.0
Practical professor,4,practical professor,0.0
Didn't work for me - 5'11,1,not work   511,0.0
i do like,5,like,0.3612
"Perfect cut, very thin",4,perfect cut thin,0.3818
Great summer print,5,great summer print,0.6249
Shift dress strangely sized,2,shift dress strangely sized,-0.296
Not exactly what i expected,4,exactly expect,0.0
Once I washed them the band fell apart.,1,wash band fall apart,0.0
"""Super skinny"" too tight",3,super skinny tight,0.5994
Not recommend while wearing short sleeve underneath it,2,recommend wear short sleeve underneath,0.3612
Somehow it did not work?,3,work,0.0
Shrinks in wash,3,shrink wash,0.0
Great shorts. Just only if the pockets weren’t so funky.,4,great short pocket not funky,0.6593
Almost fabulous…and then I washed it,2,fabulousand wash,0.0
Fake but they work,1,fake work,-0.4767
"Quality was good, however, shorts run very small!",1,quality good short run small,0.4404
Not what it looks like,2,look like,0.3612
The neck is uncomfortable,3,neck uncomfortable,-0.3818
I pity the fool who paid full price for these.,1,pity fool pay price,-0.6705
Pretty lavender color,5,pretty lavender color,0.4939
I knew they were inexpensive when I bout em.,3,know inexpensive bout em,0.0
Beautiful but a very difficult fit,3,beautiful difficult fit,0.5994
Most comfortable jeans!,5,comfortable jean,0.5106
Initial Review...,3,initial review,0.0
Cute but too small,4,cute small,0.4588
Very cute but kind of an odd fit,3,cute kind odd fit,0.765
The perfect vest!,5,perfect vest,0.5719
"Nice, simple summer dress",4,nice simple summer dress,0.4215
Too bulky!,1,bulky,0.0
Very cheap fabric,2,cheap fabric,0.0
Don’t hesitate to order.,4,not hesitate order,0.2057
Not worth the money.,1,worth money,0.2263
"Nice material, but you need to look like this guy....",3,nice material need look like guy,0.6486
It is not soft and it runs very smalll.,2,soft run smalll,0.0
"Simple, well-made dress, but needs a slip",4,simple wellmade dress need slip,0.0
Good  purchase,5,good   purchase,0.4404
The Jacket  was oversized,1,jacket   oversize,0.0
I mean,1,mean,0.0
It s bulky,3,s bulky,0.0
Interesting fit,4,interesting fit,0.6369
Buttons fell off within 24 hours,2,button fall 24 hour,0.0
As good as any.,4,good,0.4404
Nice top??,4,nice,0.4215
Dressy,4,dressy,0.0
Stiff and itchy,1,stiff itchy,-0.2732
"Short waisted, fits small",2,short waiste fit small,0.3612
Work panys,5,work pany,0.0
Has buttons on the front and looks like it has a fly,3,button look like fly,0.3612
"If you have any ""bust"" not for you!",2,bust,0.0
Chemical smell,1,chemical smell,0.0
Not crazy about the length of the sleeves,1,crazy length sleeve,-0.34
Great blazer for work or play,5,great blazer work play,0.7579
Pretty but poor quality,3,pretty poor quality,0.0258
Great shirts for the money,5,great shirt money,0.6249
Ripped Immediately,1,rip immediately,0.0
Pretty but sleeves make it seem large.,3,pretty sleeve large,0.4939
Nice dress but cut too low,3,nice dress cut low,-0.1027
Quilted jacket,3,quilt jacket,0.0
The circus is in town,2,circus town,0.0
Almost as long as pants,2,long pant,0.0
Defective front pockets.,1,defective pocket,-0.4404
So flattering!!,5,flattering,0.3182
Different from picture,2,different picture,0.0
"High-end, throw and go sweatshirt",4,highend throw sweatshirt,0.0
Too small/not same size as original fly by,1,smallnot size original fly,0.3182
i  am 34w but these seem very thight,3,  34w thight,0.0
I am 5’6” and way too long.,3,56 way long,0.0
Cheaply made but flattering cut,3,cheaply flattering cut,0.0516
Dreamy vest,3,dreamy vest,0.0
Not my favorite,3,favorite,0.4588
A bit petite,4,bit petite,0.0
"Beautiful dress, awkward fit",3,beautiful dress awkward fit,0.7003
40s styling,4,40s styling,0.0
Runs kind of small and somewhat see-through.,2,run kind small somewhat seethrough,0.5267
"Lovely, flattering, comfortable",5,lovely flattering comfortable,0.8555
These run big,4,run big,0.0
Didn't look right,2,not look right,0.0
Not a $300 dress,3,300 dress,0.0
Broken Zipper,3,broken zipper,-0.4767
Great polo.,5,great polo,0.6249
"Boxy, and shrink horribly",2,boxy shrink horribly,-0.5267
Entrancing,4,entrance,0.0
Great build & fit but really thick/warm.,4,great build   fit thickwarm,0.765
Affordable 100% cotton,5,affordable 100 cotton,0.0
Sassy,4,sassy,0.0
Pretty but,4,pretty,0.4939
Button broke off,1,button break,0.0
Very fun!,4,fun,0.5106
I love the cut and fit. Pattern is different though,2,love cut fit pattern different,0.6808
An absolute hit - if you buy the right print,4,absolute hit   buy right print,0.0
Color dye,2,color dye,0.0
Excellent Fit and Quality,5,excellent fit quality,0.7351
Great Baseball Pants,5,great baseball pant,0.6249
Pretty back,3,pretty,0.4939
This particular pair is very small.  Definitely a marking error.,5,particular pair small   definitely mark error,0.0
Not good pjs,1,good pjs,0.4404
Cute ankle jean!,5,cute ankle jean,0.4588
Awful Quality,1,awful quality,-0.4588
Not the usual retailer quality.,3,usual retailer quality,0.0
"Had my eye on this, but dind't get",4,eye dindt,0.0
Sequoia color shown is NOT accurate,1,sequoia color show accurate,0.0
Not my thing...,2,thing,0.0
Comfortable fit.,4,comfortable fit,0.7003
Shift dress strangely sized,2,shift dress strangely sized,-0.296
Wife loved it!,5,wife love,0.6369
Comfortable but not very durable,3,comfortable durable,0.5106
Longevity,5,longevity,0.0
"Cute design, good quality but baggy & unflattering",3,cute design good quality baggy   unflattering,0.7096
"came all torned inside of the bag, you cannot even fold properly a shirt, disappointed!!!",2,came torne inside bag fold properly shirt disappoint,-0.4019
"Brand name, durable, versatile.",5,brand durable versatile,0.0
My new favorite denim jacket,5,new favorite denim jacket,0.4588
Foxy print,4,foxy print,0.0
Tiene manchas,1,tiene manchas,0.0
Very pretty blouse; sleeves impractical,4,pretty blouse sleeve impractical,0.4939
Good for broader shoulders,4,good broad shoulder,0.4404
Only received five shirts,3,receive shirt,0.0
Too tight below the waist at belly,2,tight waist belly,0.0
Could've splurged on a wallet pocket for 30 bucks,2,ve splurge wallet pocket 30 buck,0.0
Over all it's great,4,great,0.6249
Too small and thin,3,small thin,0.0
Nice well made sweater,4,nice sweater,0.4215
I ordered a black jacket and I got a gray jacket.,2,order black jacket get gray jacket,0.0
You can trust the seller to send what you ordered!,5,trust seller send order,0.5106
Love this mock neck,5,love mock neck,0.34
Not Red as the Photo,3,red photo,0.0
Easy breezy :),4,easy breezy,0.4404
Artsy and comfy,5,artsy comfy,0.0
"Beautiful top, but ill filtting",2,beautiful ill filtting,0.2732
Way longer than pictured,3,way long picture,0.0
Only received five shirts,3,receive shirt,0.0
Sweetest sweatshirt,5,sweetest sweatshirt,0.0
The perfect swing dress,5,perfect swing dress,0.5719
Cute but hits a little short,4,cute hit little short,0.4588
Better than I expected!,5,well expect,0.2732
Nice but complicated,3,nice complicated,0.4215
It’ll Do,2,ll,0.0
Different type of jean look,5,different type jean look,0.0
"So thin, ended up returning",1,thin end return,0.0
Perfect summer tank!,5,perfect summer tank,0.5719
Cute but billowy,4,cute billowy,0.4588
Beautifully made casual dress,5,beautifully casual dress,0.6705
Makes you look like a box,2,make look like box,0.3612
"Cute, casual knit dress.",4,cute casual knit dress,0.5859
Perfect fall prep,5,perfect fall prep,0.5719
Very relaxed fit,4,relaxed fit,0.6908
Runs big in bust,4,run big bust,0.0
Confidence builder,5,confidence builder,0.5106
The fabric quality is bad…….,1,fabric quality bad,-0.5423
Unfortunately unsatisfactory deal,3,unfortunately unsatisfactory deal,-0.34
"Very THIN flannel, poor fit",2,thin flannel poor fit,-0.1531
Nice material but runs big,3,nice material run big,0.4215
Very soft but lighter weight than it looks,4,soft light weight look,0.0
Perfect light jacket for fall/spring,5,perfect light jacket fallspring,0.5719
Confusing design,3,confuse design,-0.2263
Not tapered like the picture,3,taper like picture,0.3612
Great pants! runs small and green color is wrong,4,great pant run small green color wrong,0.25
Poor quality for the $$$,2,poor quality,-0.4767
Swim,4,swim,0.0
Summer favorite,4,summer favorite,0.4588
Cozy comfy,4,cozy comfy,0.0
"Loved it, but it didn't work for me.",4,love not work,0.6369
Pretty but a bit small,4,pretty bit small,0.4939
So hot!,2,hot,0.0
Everything fit perfect only problem is that the button on the inner vest popped off,4,fit perfect problem button inner vest pop,0.5423
Hideous in green,1,hideous green,0.0
THESE ARE SLIM FIT!,2,slim fit,0.3612
The  T-shirt material was heavy and pulled down on seams.,3,  tshirt material heavy pull seam,0.0
Too much fabric for small built people,3,fabric small build people,0.0
Adorable pom details,4,adorable pom detail,0.4939
Excellent phone pocket on the side,5,excellent phone pocket,0.5719
Body of shirt on point.,4,body shirt point,0.0
Sleek and fun,5,sleek fun,0.5106
Beautiful but too short!,4,beautiful short,0.5994
warm and a great overall coat,5,warm great overall coat,0.7184
Western shirt with a feminine flare,4,western shirt feminine flare,0.0
"Decent fabric, an ok shirt",3,decent fabric ok shirt,0.296
Nice But Not Amazing Too,4,nice amazing,0.765
Great spring sweater,4,great spring sweater,0.6249
This men's shirt was awesome!,5,men shirt awesome,0.6249
Very nice summer pajamas!!!,5,nice summer pajama,0.4215
Okay jacket,3,okay jacket,0.2263
Not for us chesty girls!,3,chesty girl,0.0
Do not purchase from this sellar,1,purchase sellar,0.0
Blousy top,4,blousy,0.0
Size issues,2,size issue,0.0
Not recommend while wearing short sleeve underneath it,2,recommend wear short sleeve underneath,0.3612
Beautiful silk dress,4,beautiful silk dress,0.5994
Shorter than illustrated,3,short illustrate,0.0
So sad i had to return,4,sad return,-0.4767
Good fabric but wrong size,2,good fabric wrong size,-0.0516
Too distressed,4,distressed,-0.4215
"Very cute, very small",3,cute small,0.4588
This is an amazing and comfortable sweater,5,amazing comfortable sweater,0.7964
Too small and odd looking,3,small odd look,-0.3182
The sewing quality was not good. Seemed to be cheaply made.,1,sewing quality good cheaply,0.4404
Carpet fabric,3,carpet fabric,0.0
So hot!,2,hot,0.0
Great fit but longer sleeves,4,great fit long sleeve,0.765
Can't love enough,5,not love,-0.5216
Beautiful sheer top with weird hem,3,beautiful sheer weird hem,0.4939
Order only if you like super sparkly metallic trim,3,order like super sparkly metallic trim,0.7506
"Comfy , nice wide leg, only sort of flattering",4,comfy   nice wide leg sort flattering,0.6249
Very unique,5,unique,0.0
This is a gorgeous dress. the blue is beautiful,5,gorgeous dress blue beautiful,0.836
Love these jeans but,4,love jean,0.6369
Shirtwaist w style,4,shirtwaist w style,0.0
Unique item,4,unique item,0.0
Swingy and light,4,swingy light,0.0
Hard to top,4,hard,-0.1027
Ad states 2 pack but you only get one shirt.,1,ad state 2 pack shirt,0.0
This suit was done by an amateur.. the jacket sleeves were put on backwards.. very disappointing,1,suit amateur jacket sleeve backwards disappointing,-0.4939
Nice addition to everyday wardrobe...,4,nice addition everyday wardrobe,0.4215
NOT WORTH THE MONEY!!,1,worth money,0.2263
Not true to size at all!,1,true size,0.4215
Cabled crossover wrap,4,cable crossover wrap,0.0
Does not match picture.,2,match picture,0.0
Voluminous but lovely,4,voluminous lovely,0.5859
Great jeans for tall ladies,5,great jean tall lady,0.6249
Happy with the look and fit,4,happy look fit,0.7351
Second purchase,5,second purchase,0.0
Sizes run small,3,size run small,0.0
Nice coat but....,4,nice coat,0.4215
Great dil,5,great dil,0.6249
"Horrible, don't buy.",2,horrible not buy,-0.5423
Cute shirt casual or dressy,4,cute shirt casual dressy,0.5859
Soft as a kitten!,4,soft kitten,0.0
Super Well-made,3,super wellmade,0.5994
Texture was poor,3,texture poor,-0.4767
"Perfect, effortless party look",4,perfect effortless party look,0.7506
Great go to dress,5,great dress,0.6249
Ordene un color y me mandaron otro color aparte la medidas son muy pequeñas.,1,ordene un color y mandaron otro color aparte la medidas son muy pequeñas,0.0
