,Review,Rating,Review_clean,sentiment
553,Soft and unique but short sleeves,4,soft unique short sleeve,0.0
554,Divine and comfortable,5,divine comfortable,0.7845
555,Must try on,5,try,0.0
556,"Pretty color, nice fit, fun t-back",5,pretty color nice fit fun tback,0.8957
557,Loose waist,4,loose waist,-0.3182
558,Want go get another in a diff color,5,want diff color,0.0772
559,Soft but boxy,4,soft boxy,0.0
560,Disappointing fit!,2,disappointing fit,-0.1779
561,Super comfy but very boxy,4,super comfy boxy,0.5994
562,The fabric is heavy,3,fabric heavy,0.0
563,Finally jeans for curves!,5,finally jean curve,0.0
564,A winner!,5,winner,0.5859
565,Cozy comfy beautiful top,5,cozy comfy beautiful,0.5994
566,Love this sweater!,5,love sweater,0.6369
567,Washed out looking,3,wash look,0.0
568,Soft and flattering,5,soft flattering,0.3182
569,"Soft, flattering, warm and versatile!",5,soft flattering warm versatile,0.4939
570,My holiday dress,5,holiday dress,0.4019
571,In love,5,love,0.6369
572,"Sweater, not a coat.. but amazing",5,sweater coat amazing,0.5859
573,Comfortable but not exciting,3,comfortable exciting,0.7579
574,Love this lightweight coat!,5,love lightweight coat,0.6369
575,Soft & warm,5,soft   warm,0.2263
576,Love at first fit,5,love fit,0.7717
577,Too much for this sweater,3,sweater,0.0
578,Super comfortable but big,4,super comfortable big,0.802
579,Love. love. love,5,love love love,0.9274
580,Owned in 3 sizes 3 colors all great,5,own 3 size 3 color great,0.6249
581,Strange and wonderful,5,strange wonderful,0.4404
582,Bautiful lines,5,bautiful line,0.0
583,Best to try on in store,3,well try store,0.2732
584,Cozy cut,5,cozy cut,-0.2732
585,"Slimming, cute",5,slimme cute,0.4588
586,Beautiful design but not great quality.,3,beautiful design great quality,0.8402
587,Cute tunic,4,cute tunic,0.4588
588,Misleading picture!,1,mislead picture,0.0
589,"Cozy, flattering, and practical",5,cozy flattering practical,0.3182
590,Best sweater jacket!,5,good sweater jacket,0.4404
591,Not for every body type,2,body type,0.0
592,Best for staright figures,4,well staright figure,0.2732
593,Cute sweater!,5,cute sweater,0.4588
594,So happy i ordered this!,5,happy order,0.5719
595,"Wanted to love it, but just kinda like it",3,want love kinda like,0.7722
596,Classically byron lars,5,classically byron lar,0.0
597,Awesome dress,5,awesome dress,0.6249
598,"Cotton, cotton, love cotton!",5,cotton cotton love cotton,0.6369
599,Large and very wide!,2,large wide,0.0
600,Flowy,5,flowy,0.0
601,"Interesting sweater, good quality",5,interesting sweater good quality,0.6808
602,Nice cotton sweater,4,nice cotton sweater,0.4215
603,Quality & cut,1,quality   cut,-0.2732
604,Not as great as the photos,4,great photo,0.6249
605,Beautiful casual top,3,beautiful casual,0.6908
606,Great tee but kind of short,4,great tee kind short,0.8176
607,Finally a flattering sweater!,5,finally flattering sweater,0.3182
608,"Great dress, not for me",4,great dress,0.6249
609,Farm animal pullover,2,farm animal pullover,0.0
610,Perfect in all respects,5,perfect respect,0.7783
611,"I wanted to love this sweater, but......",2,want love sweater,0.6705
612,"Upscale, unique sweater",5,upscale unique sweater,0.0
613,Fun shirt!,5,fun shirt,0.5106
614,Lovely surprise,5,lovely surprise,0.7096
615,Petite busty girls rejoice 2,5,petite busty girl rejoice 2,0.4404
616,Such a beautiful victorian blouse!,5,beautiful victorian blouse,0.5994
617,Paisley silk maxi dress,2,paisley silk maxi dress,0.0
618,"Beautiful top, looks great with black/gray jeans",5,beautiful look great blackgray jean,0.8402
619,"Gorgeous, high quality, and figure flattering!",5,gorgeous high quality figure flattering,0.743
620,This dress is divine!,5,dress divine,0.5574
621,"Cute top, but beware it shrinks!!",3,cute beware shrink,0.4588
622,"Runs big, great material but not as pictured",2,run big great material picture,0.6249
623,"Beautiful, cozy sweater",5,beautiful cozy sweater,0.5994
624,Worth thr $$$,5,worth thr,0.2263
625,Zipper is short,4,zipper short,0.0
626,My absolute favorite top,5,absolute favorite,0.4588
627,Not perfect but cute shirt!!,4,perfect cute shirt,0.7717
628,"Great color, not so great tailoring",2,great color great tailoring,0.8481
629,I wanted to love this shirt.,3,want love shirt,0.6705
630,Love this blouse!,5,love blouse,0.6369
631,Super cute with right body style,3,super cute right body style,0.7845
632,Maybe,3,maybe,0.0
633,Cute!!!,5,cute,0.4588
634,"Love, love, love this dress!",4,love love love dress,0.9274
635,"Elegant, timeless and versatile",5,elegant timeless versatile,0.4767
636,Ig brought me here,4,ig bring,0.0
637,Wanted to love her,3,want love,0.6705
638,Victorian in a good way,5,victorian good way,0.4404
639,One can never have enough sequins,4,sequin,0.0
640,Great fabric but really bad shape,1,great fabric bad shape,0.1531
641,So much cuter in person and oh so comfy,5,cut person oh comfy,-0.2732
642,Tx fan,4,tx fan,0.5859
643,"Beautiful top, but it shrank substantially!",3,beautiful shrink substantially,0.5994
644,Cute dress but poor design,2,cute dress poor design,-0.0258
645,So sad,1,sad,-0.4767
646,Can't miss classic!!,5,not miss classic,0.1139
647,Favorite summer top,5,favorite summer,0.4588
648,Happy girl!,5,happy girl,0.5719
649,Unusual and eyecatching,5,unusual eyecatche,0.0
650,Beautiful in blue!,5,beautiful blue,0.5994
651,Gorgeous!,5,gorgeous,0.6124
652,Cute but runs small,4,cute run small,0.4588
653,Not what i thought,3,think,0.0
654,Beautiful day to evening skirt,4,beautiful day evening skirt,0.5994
655,Stretch out a whole size,2,stretch size,0.0
656,Easy fit,5,easy fit,0.6597
657,Gorgeous top!,5,gorgeous,0.6124
658,Shape problem,3,shape problem,-0.4019
659,Gorgeous - but.......,3,gorgeous  ,0.6124
660,Just average,3,average,0.0
661,Everyday casual and cute,5,everyday casual cute,0.5859
662,"Unusual, cool, fun top",5,unusual cool fun,0.6808
663,Gorgeous leggings,5,gorgeous legging,0.6124
664,L space chloe top,3,l space chloe,0.4588
665,Soft tank for the summer,4,soft tank summer,0.0
666,Fine for a fitness class,3,fine fitness class,0.4404
667,Pretty much just like picture,4,pretty like picture,0.6908
668,Absolutely beautiful and feminine,5,absolutely beautiful feminine,0.6361
669,"Lovely, comfortable and versatile",5,lovely comfortable versatile,0.7964
670,Not sure what body type this suit is designed for,1,sure body type suit design,0.3182
671,Loved but both in my store had quality issues,4,love store quality issue,0.6369
672,"Came dirty, but nice fit...",4,come dirty nice fit,0.34
673,Bright & versatile,5,bright   versatile,0.4404
674,Super cute. pockets would be nice,4,super cute pocket nice,0.8658
675,Prettier in person,5,pretty person,0.4939
676,Comfy and cute pants,5,comfy cute pant,0.4588
677,Very comfortable/relaxed,4,comfortablerelaxed,0.0
678,Finally found my staple summer dress!,5,finally find staple summer dress,0.0
679,So flattering!,5,flattering,0.3182
680,Why is it so big?,3,big,0.0
681,"Beautiful, flattering, but runs large",5,beautiful flattering run large,0.7351
682,Odd shape,2,odd shape,-0.3182
683,Didn't try it on,2,not try,0.0
684,Throw on and go perfection,5,throw perfection,0.5719
685,Just a nice dress...,3,nice dress,0.4215
686,Pretty but runs big!!,5,pretty run big,0.4939
687,Fun easy dress!,5,fun easy dress,0.7351
688,Sleepable jeans,5,sleepable jean,0.0
689,"Lovely, feminine, needs belt for definition",5,lovely feminine need belt definition,0.5859
690,"Unique, classy",5,unique classy,0.4404
691,Pretty dress but oddly cut in the middle,4,pretty dress oddly cut middle,0.2732
692,"Beautifully constructed dress, runs large",5,beautifully construct dress run large,0.5719
693,Perfect for irish fest and beyond!,5,perfect irish f,0.5719
694,"Cute, sweet, flirty, sexy",5,cute sweet flirty sexy,0.875
695,Nice simple staple,5,nice simple staple,0.4215
696,Flowy and flirty for summer flings,5,flowy flirty summer fling,0.1531
697,Great dress but not in green,3,great dress green,0.6249
698,A little itchy for me,3,little itchy,-0.204
699,"Pretty, comfy, casual, dressy",5,pretty comfy casual dressy,0.6124
700,Bryson cowl,5,bryson cowl,0.0
701,Amazing fit and wash,5,amazing fit wash,0.743
702,Elegant and comfortable,5,elegant comfortable,0.7506
703,Bought in 2 patterns!,5,buy 2 pattern,0.0
704,Cute with some adjustments,5,cute adjustment,0.4588
705,Way cuter in the photo,3,way cut photo,-0.2732
706,Go to summer top!,5,summer,0.0
707,The lady dress,5,lady dress,0.0
708,Not so flattering top,3,flattering,0.3182
709,New year party dress,5,new year party dress,0.4019
710,Wonderful!,5,wonderful,0.5719
711,"Soft, warm and stylish!",5,soft warm stylish,0.2263
712,Darling top- runs large and long!,4,darle run large long,0.0
713,This top is really cute,5,cute,0.4588
714,Xl fits great,5,xl fit great,0.765
715,European flair,5,european flair,0.0
716,"Beautiful and versatile, but big...",4,beautiful versatile big,0.5994
717,Runs large - order down!,4,run large   order,0.0
718,"Flattering, comfy top",4,flattering comfy,0.3182
719,Amazing retro style,5,amazing retro style,0.5859
720,Special,5,special,0.4019
721,Fell in love,5,fall love,0.6369
722,Recommended for tan to dark complexions,3,recommend tan dark complexion,0.3612
723,Perfect tunic,5,perfect tunic,0.5719
724,Can't get enough,5,not,0.0
725,Cute and comfy!,5,cute comfy,0.4588
726,Great quality!,5,great quality,0.6249
727,Pretty top poor fit,3,pretty poor fit,0.3818
728,Avoid if you're curvy...,2,avoid curvy,-0.296
729,Fun top for all seasons,4,fun season,0.5106
730,Very flattering and comfy,5,flattering comfy,0.3182
731,Versatile blouse!,4,versatile blouse,0.0
732,Lovely but not awesome,3,lovely awesome,0.836
733,Cozy amazingness!!,5,cozy amazingness,0.0
734,Cute and fun top!,5,cute fun,0.743
735,"Lovely, unique and odd",5,lovely unique odd,0.3612
736,"Cute, but not on me!",2,cute,0.4588
737,Love it so much,5,love,0.6369
738,Cute white tee,4,cute white tee,0.4588
739,A unique one of a kind t shirt,4,unique kind t shirt,0.5267
740,Size up if busty,4,size busty,0.0
741,Comfy and lovely,5,comfy lovely,0.5859
742,Great denim,5,great denim,0.6249
743,This dress is so classic!,5,dress classic,0.0
744,Fits like maternity,2,fit like maternity,0.6124
745,I ended up loving this dress,5,end love dress,0.6369
746,Order down a size; sooooooooooooo cute!!!,5,order size sooooooooooooo cute,0.4588
747,Beautiful poncho,5,beautiful poncho,0.5994
748,Perfect t-shirt,5,perfect tshirt,0.5719
749,I wanted to love it...,2,want love,0.6705
750,Must see in person,5,person,0.0
751,Stunning top,5,stunning,0.3818
752,Love!!!,5,love,0.6369
753,Perfect for fall layering,5,perfect fall layering,0.5719
754,Beautiful fabric / odd fit,3,beautiful fabric   odd fit,0.6249
755,"Soft, subtle loveliness",5,soft subtle loveliness,0.0
756,Happy top!,4,happy,0.5719
757,"Great overall, but with it's issues",4,great overall issue,0.6249
758,"Cute shirt, but not for me",5,cute shirt,0.4588
759,Not black,2,black,0.0
760,Soft lightweight and cool,5,soft lightweight cool,0.3182
761,"Yeh, what she said.....",4,yeh say,0.0
762,My favorite workout leggings,5,favorite workout legging,0.4588
763,Not what i wanted,2,want,0.0772
764,Weird boobs,3,weird boob,-0.1779
765,Great find.,5,great find,0.6249
766,Wish it was longer length,3,wish long length,0.4019
767,Great summer  dress,5,great summer   dress,0.6249
768,Looks like a babydoll dress,3,look like babydoll dress,0.3612
769,"Beautiful and soft, yet length is deceiving!",2,beautiful soft length deceive,0.296
770,"Love the way it looks, but couldn't keep it",2,love way look not,0.6369
771,Beautiful winter color,5,beautiful winter color,0.5994
772,"Odd, boxy fit",3,odd boxy fit,0.0516
773,Umm what is this,1,umm,0.0
774,Nice summer t-shirt,5,nice summer tshirt,0.4215
775,This shirt will brighten you day,5,shirt brighten day,0.4404
776,Too delicate,1,delicate,0.0516
777,Very cute tee!,5,cute tee,0.4588
778,Beautiful and tailored.,5,beautiful tailor,0.5994
779,Star print is so pretty!,5,star print pretty,0.4939
780,Lovely but armholes too revealing for me...,4,lovely armhole reveal,0.5859
781,Very cute everyday dress,4,cute everyday dress,0.4588
782,Simply dive-ine!,5,simply diveine,0.0
783,A lovely piece to be worn and cherished,5,lovely piece wear cherish,0.7506
784,Sassy maxi,5,sassy maxi,0.0
785,A poor quality dress,2,poor quality dress,-0.4767
786,This sweater is short in length,3,sweater short length,0.0
787,Signature retailer sweater,5,signature retailer sweater,0.0
788,Beautiful and unique dress,5,beautiful unique dress,0.5994
789,"Nice dress, fit is ok",4,nice dress fit ok,0.7579
790,A little big up top,4,little big,0.0
791,Lovely lace top!,4,lovely lace,0.5859
792,Skirt flares more than it looks,4,skirt flare look,0.0
793,"Oh, so gorgeous",5,oh gorgeous,0.6124
794,Beautiful feminine blouse,5,beautiful feminine blouse,0.5994
795,Pretty; low cut arm holes,3,pretty low cut arm hole,0.0
796,Very pretty - runs large (busty petites rejoice 3),4,pretty   run large busty petite rejoice 3,0.7269
797,Gorgeous turquoise color,5,gorgeous turquoise color,0.6124
798,Skarlett blue demi convertible bra review,5,skarlett blue demi convertible bra review,0.0
799,Much cuter in the picture,3,cut picture,-0.2732
800,Cute and comfy dress,4,cute comfy dress,0.4588
801,Adorable tank!,5,adorable tank,0.4939
802,Lovely feel and color,4,lovely feel color,0.5859
803,Beautiful chemise!,5,beautiful chemise,0.5994
804,Perfect ease,5,perfect ease,0.7351
805,Very messy t-shirt,2,messy tshirt,-0.3612
806,Down with drycleaning,2,drycleane,0.0
807,Bad fit for me,3,bad fit,-0.25
808,"Great dress, too short",3,great dress short,0.6249
809,Perfect for everyone!!!!,5,perfect,0.5719
810,"Comfy, runs large",4,comfy run large,0.0
811,Super comfy dress,5,super comfy dress,0.5994
812,They keep their shape,4,shape,0.0
813,"Really cute dress, if you can do the handkerchief",3,cute dress handkerchief,0.4588
814,Worst purchase ever,1,bad purchase,-0.5423
815,Summer and spring go to tunic,5,summer spring tunic,0.0
816,Beautiful casual dress,5,beautiful casual dress,0.6908
817,Perfect and easy to wear dress,5,perfect easy wear dress,0.765
818,Makes my butt look amazing!!,5,make butt look amazing,0.5859
819,Not a halter?,5,halter,0.0
820,Beautiful color and drape,4,beautiful color drape,0.5994
821,Not a midi on me but still so cute,5,midi cute,0.4588
822,Perfect everyday dress,5,perfect everyday dress,0.5719
823,"So cute, but so big!",3,cute big,0.4588
824,"Excellent cut and idea,poor fabric c",3,excellent cut ideapoor fabric c,0.3818
825,"Very cute, runs small",3,cute run small,0.4588
826,Cute shirt but really strange design,2,cute shirt strange design,0.296
827,Too tight and too big at the same time.,3,tight big time,0.0
828,Best strapless ever,5,good strapless,0.4404
829,Much thinner,3,thin,0.0
830,Good luck getting it on!,2,good luck get,0.7096
831,Would love the cut but,3,love cut,0.4767
832,Comfortable strapless,5,comfortable strapless,0.5106
833,My new favorite pullover,5,new favorite pullover,0.4588
834,Top gapes open,2,gape open,0.0
835,Great top to transition to fall!,4,great transition fall,0.6249
836,Amazing product,5,amazing product,0.5859
837,Best jeans!,5,good jean,0.4404
838,Is this really black?,5,black,0.0
839,Great fall top,5,great fall,0.6249
840,Loved these!,5,love,0.6369
841,Odd dimensions,2,odd dimension,-0.3182
842,"Ok, lightweight jean",3,ok lightweight jean,0.296
843,Great top for everyday wear!,5,great everyday wear,0.6249
