,Review,Rating,Review_clean,sentiment
518,$200 piece of polyester,2,200 piece polyester,0.0
519,Looks great-Very comfortable,4,look greatvery comfortable,0.5106
520,Cute style but runs big!,4,cute style run big,0.4588
521,Awkward waist band,2,awkward waist band,-0.1531
522,Some major design flaws,3,major design flaw,0.0
523,Great style/fit but material isn't quality,2,great stylefit material not quality,0.6249
524,Poor quality - disappointed,2,poor quality   disappoint,-0.7003
525,Runs small and too casual,2,run small casual,0.2023
526,"Perfect, easy cold weather dress.",5,perfect easy cold weather dress,0.765
527,Great little easy-wear dress,4,great little easywear dress,0.6249
528,Neck too wide,3,neck wide,0.0
529,Little doll on the prarie,2,little doll prarie,0.0
530,Luscious luster,5,luscious luster,0.0
531,Comfy and unique with some minor design flaws,4,comfy unique minor design flaw,0.0
532,Blazer just ok,3,blazer ok,0.296
533,Sized wrong,1,size wrong,-0.4767
534,Beautiful & sooo comfortable,5,beautiful   sooo comfortable,0.802
535,"Waist wasn't even close, at least 5 inches too small",1,waist not close 5 inch small,0.0
536,Clothes from Amazon Smell Bad,1,clothe amazon smell bad,-0.4215
537,Cute but not worth the ironing,3,cute worth iron,0.5994
538,Makes me look dumpy,3,make look dumpy,-0.4019
539,Not a good fit!,1,good fit,0.6597
540,Unusually poor design by hd in paris,1,unusually poor design hd paris,-0.5256
541,It fits perfect!,5,fit perfect,0.7351
542,Cheap material. Will probably not hold up for long.,1,cheap material probably hold long,0.0
543,Not my cup of tea,2,cup tea,0.0
544,Stylish top,4,stylish,0.0
545,Shrinks down two sizes!,1,shrink size,0.0
546,I really wanted to like it....but,2,want like itbut,0.4215
547,Big busts not allowed!,1,big bust allow,0.2263
548,"It is not white color, it looks beige indoors",1,white color look beige indoor,0.0
549,who the heck is measuring these????,3,heck measure,0.0
550,Great jumper!,5,great jumper,0.6249
551,Shrunk badly,1,shrunk badly,-0.4767
552,fit well and look nice.,5,fit look nice,0.6486
553,What a mess,2,mess,-0.3612
554,Don’t waste your time,1,not waste time,0.3252
555,"Lasrge, but adequate.",4,lasrge adequate,0.2263
556,Short and boxy,2,short boxy,0.0
557,Traditional material in a new way,1,traditional material new way,0.0
558,Worst purchase ever!,1,bad purchase,-0.5423
559,Poor quality (BUYER BEWARE),2,poor quality buyer beware,-0.4767
560,Didn’t Keep Product,1,not product,0.0
561,"Elegant design, awkward cowl",4,elegant design awkward cowl,0.3612
562,Perfect Spring/Summer Piece,5,perfect springsummer piece,0.5719
563,What a waste,1,waste,-0.4215
564,Not cotton.,1,cotton,0.0
565,"feels great wearing it. Soft and stretchy, but looks more coral than pink.",5,feel great wear soft stretchy look coral pink,0.6249
566,Not what i wanted,2,want,0.0772
567,SLIM FIT !,2,slim fit,0.3612
568,Fits awesome!,5,fit awesome,0.765
569,Top had dirt spots when received!,3,dirt spot receive,-0.34
570,"Pretty, soft, sheer",2,pretty soft sheer,0.4939
571,Not really linen Pants,1,linen pant,0.0
572,Rips at pocket,1,rip pocket,0.0
573,Weird color,2,weird color,-0.1779
574,Only the sleeves are pretty; the rest is terrible,1,sleeve pretty rest terrible,0.0258
575,Listen to the reviews and Size Down!,4,listen review size,0.0
576,**Not silk or satin***,1,silk satin,0.0
577,Fabric is rough and scratchy,1,fabric rough scratchy,0.0
578,Wish i could love it,4,wish love,0.7845
579,Nothing like pic,1,like pic,0.3612
580,FITS A LITTLE ON THE SNUG SIDE,4,fit little snug,0.3612
581,Hor,5,hor,0.0
582,Defines the waist,4,define waist,0.0
583,"Very pretty blouse, just as pictured",5,pretty blouse picture,0.4939
584,Loved in theory,3,love theory,0.6369
585,SO cheap looking,2,cheap look,0.0
586,3 out of 4 are acceptable,2,3 4 acceptable,0.3182
587,Cream colored,2,cream color,0.0
588,"Color is off, middle too wide.",2,color middle wide,0.0
589,A true winter sweater.,3,true winter sweater,0.4215
590,Great skirt but bad craftmanship,3,great skirt bad craftmanship,0.1531
591,Nice and dressy,4,nice dressy,0.4215
592,Wonderful coat,4,wonderful coat,0.5719
593,Not like the photo at all,1,like photo,0.3612
594,"Just didn’t do it for her, or me",2,not,0.0
595,"Amazon does not like my reviews/comments.  Sorry, but that’s what i have for you.",1,amazon like reviewscomment   sorry s,0.4404
596,Way too short and baggy,2,way short baggy,0.0
597,"Gorgeous lace top, design fail",3,gorgeous lace design fail,0.128
598,Runs a little big and long,3,run little big long,0.0
599,Fits ok but very thin material.,3,fit ok thin material,0.5719
600,Bulky and big,3,bulky big,0.0
601,Lovely color; beautiful detailing,4,lovely color beautiful detailing,0.8271
602,"Wanted to love, but sadly will return.",1,want love sadly return,0.4019
603,A classic with a twist,5,classic twist,0.0
604,Well Made Slim-fit Suit,5,slimfit suit,0.0
605,Lovely but odd sizing,3,lovely odd sizing,0.3612
606,Cozy comfy beautiful top,5,cozy comfy beautiful,0.5994
607,Order in multiples,4,order multiple,0.0
608,Arrived with Stain,1,arrive stain,0.0
609,Not a sweatshirt,4,sweatshirt,0.0
610,OK...,4,ok,0.296
611,Perhaps the most comfy pants ever,5,comfy pant,0.0
612,Pretty skirt but very long,3,pretty skirt long,0.4939
613,Does the job,5,job,0.0
614,good fabric and design but small,3,good fabric design small,0.4404
615,Simple and clean,4,simple clean,0.4019
616,Way too big.,2,way big,0.0
617,Very poor quality!,2,poor quality,-0.4767
618,Not flattering!,2,flattering,0.3182
619,So cute but tight!,3,cute tight,0.4588
620,So sad!,2,sad,-0.4767
621,"My favorite pair of jeans, however, they get baggy",3,favorite pair jean baggy,0.4588
622,Disappointing blouse,1,disappointing blouse,-0.4939
623,Huge and very unflattering,2,huge unflattering,0.3182
624,Weird collar,3,weird collar,-0.1779
625,Used jeans,1,jean,0.0
626,Easy go to sweater!,5,easy sweater,0.4404
627,Keeps me warm,5,keep warm,0.2263
628,Good Bargain!,5,good bargain,0.5719
629,Do not like the front,2,like,0.3612
630,Can't Beat Wranglers,5,not beat wrangler,0.0
631,Fits well for curvy petite people,5,fit curvy petite people,0.3612
632,Not perfect but cute shirt!!,4,perfect cute shirt,0.7717
633,Fun little tank!,5,fun little tank,0.5106
634,"""No Liner-Liner"" means no liner...",1,linerliner mean liner,0.0
635,"Looks great, itchy fabric",1,look great itchy fabric,0.4588
636,So pretty and great style,5,pretty great style,0.8074
637,Shirts,2,shirt,0.0
638,Sizes are off,2,size,0.0
639,White openwork wide-legs,3,white openwork wideleg,0.0
640,size is a little off,3,size little,0.0
641,Tall and lean,2,tall lean,0.0
642,nice style but size runs too big.,1,nice style size run big,0.4215
643,Just love this dress,5,love dress,0.6369
644,Low quality fabric otherwise cute,3,low quality fabric cute,0.2263
645,"Beautiful top, but very thin",4,beautiful thin,0.5994
646,Horrible fit.,1,horrible fit,-0.25
647,Great top and a great price,5,great great price,0.8481
648,Over priced low quality,2,price low quality,-0.2732
649,Please stop going down in fabric quality,2,stop go fabric quality,-0.296
650,Beware of care,3,beware care,0.4939
651,Circus tent,1,circus tent,0.0
652,Didn't love.,3,not love,-0.5216
653,"Me gusta mucho era lo que deseaba , bien cómodo y buena tela gracias.",5,gusta mucho era lo que deseaba   bien cómodo y buena tela gracias,0.0
654,Not flattering ar all,1,flatter ar,0.1027
655,What a disappointment,1,disappointment,-0.5106
656,Modern shape summer weight top,3,modern shape summer weight,0.0
657,Thin material. Does not look like picture,1,thin material look like picture,0.3612
658,Adorable and well made.,4,adorable,0.4939
659,It shrunk into a shirt when my husband washed it,3,shrink shirt husband wash,0.0
660,"Good fit for slender boys, but not durable.",3,good fit slender boy durable,0.6597
661,Cute but runs really small,2,cute run small,0.4588
662,I think the fabric slipped when being cut and wouldn’t lay flat.,3,think fabric slip cut not lay flat,-0.2732
663,Might as well wear my husband's shirt,3,wear husband shirt,0.0
664,Very poorly made.  Hem,2,poorly   hem,0.0
665,Arms=super tight,3,armssuper tight,0.0
666,Instant style,4,instant style,0.0
667,Pretty but odd fit,3,pretty odd fit,0.5267
668,Quality is below average,3,quality average,0.0
669,"fun, stylish and work approved",4,fun stylish work approve,0.5106
670,Item different than what was shown on website,1,item different show website,0.0
671,Not the same dress,1,dress,0.0
672,Gorgeous sweater... but not so flattering.,4,gorgeous sweater flattering,0.743
673,The neck was very big,4,neck big,0.0
674,Not as long as photo,1,long photo,0.0
675,Ripped easily,1,rip easily,0.34
676,"Short dress, but great theory",3,short dress great theory,0.6249
677,Not truly legging jeans,2,truly legge jean,0.4404
678,Good quity,5,good quity,0.4404
679,Great pajamas for teen son,5,great pajama teen son,0.6249
680,Well-made but lacks structure,3,wellmade lack structure,-0.3182
681,Definitely not what’s in the first picture,3,definitely s picture,0.4019
682,On the Money,4,money,0.0
683,Truely nice fit.,4,truely nice fit,0.6486
684,Adorable but runs big,2,adorable run big,0.4939
685,Shrunk 4inches after I washed it!,1,shrunk 4inches wash,0.0
686,Shrunk a little in the wash,4,shrunk little wash,0.0
687,Beautiful but not for girls with curves,3,beautiful girl curve,0.5994
688,Shipped wrong size,1,ship wrong size,-0.4767
689,Fit / Material,3,fit   material,0.3612
690,cubrebocas usado en la bolsa de la chamarra!,1,cubrebocas usado en la bolsa de la chamarra,0.0
691,"Looks and feels nothing like photo, rough cheap material",2,look feel like photo rough cheap material,0.3612
692,Shoulder pads... WHY?!,3,shoulder pad,0.0
693,Can't wait for warm weather to wear this,4,not wait warm weather wear,-0.1695
694,Low quality denim!,1,low quality denim,-0.2732
695,Mom,5,mom,0.0
696,Sent wrong size. 😩,2,send wrong size,-0.4767
697,Gorgeous versatile skirt,5,gorgeous versatile skirt,0.6124
698,Waist to small.,1,waist small,0.0
699,"Nice fit, strange color",3,nice fit strange color,0.5423
700,Great for summer blouse,4,great summer blouse,0.6249
701,Shrinks terrible,1,shrink terrible,-0.4767
702,A bit big,4,bit big,0.0
703,I never got the sweater. Other things delivered same day and time. Thanks Amazon. Try,1,get sweater thing deliver day time thank amazon try,0.4939
704,How it fits,2,fit,0.3612
705,Very unfortunate,1,unfortunate,-0.4588
706,Cute summery print,4,cute summery print,0.4588
707,"Other than The shirt coming without a button, everything else is fine about the shirt",2,shirt come button fine shirt,0.2023
708,Awful large logo on front,3,awful large logo,-0.4588
709,IT'S A LOT OF SHIRT,4,lot shirt,0.0
710,If it seems like it's to good to be true it usually is becareful and do research first,1,like good true usually becareful research,0.802
711,Not quite what i expected...,3,expect,0.0
712,Fun and tons of compliments!,4,fun ton compliment,0.7506
713,Nice long sleeves! runs small!,3,nice long sleeve run small,0.4215
714,Lovely t-shirt!,4,lovely tshirt,0.5859
715,Comfortable and professional,4,comfortable professional,0.5106
716,It’s a hit or miss with these jeans!,2,hit miss jean,-0.1531
717,Nice top but runs large,4,nice run large,0.4215
718,"Beautiful, runs very large",4,beautiful run large,0.5994
719,Buttonholes don’t fit!,1,buttonhole not fit,-0.2755
720,"Flimsy, I'm an electrician and these tore within 2 days",1,flimsy m electrician tear 2 day,0.0
721,"Pretty, but boxy",4,pretty boxy,0.4939
722,Runs small and looks different in person,2,run small look different person,0.0
723,Missing two large buttons,3,miss large button,-0.1531
724,"Not soft at all. Very uncomfortable. Not true to size. Literally cut them off, no stretch",1,soft uncomfortable true size literally cut stretch,-0.2263
725,It's huge.,2,huge,0.3182
726,So soft and comfy and fit for yoga!,4,soft comfy fit yoga,0.3612
727,Quality has gone down,2,quality go,0.0
728,Overall great work pants.,5,overall great work pant,0.6249
729,Wayyy too small!,2,wayyy small,0.0
730,Poor quality - unwearable,1,poor quality   unwearable,-0.4767
731,Great top for taller gals,4,great tall gal,0.6249
732,I think I was sent a used garment.,3,think send garment,0.0
733,Does not look like the photo,1,look like photo,0.3612
734,Jeans were over all loose and sloppy . Baggy in fit,2,jean loose sloppy   baggy fit,0.0516
735,It's made with a metal zipper so it doesn't break easily,5,metal zipper not break easily,-0.2584
736,Material pulls and snags,3,material pull snag,0.0
737,Beautiful and fits very nice,5,beautiful fit nice,0.8481
738,Beautiful & Sexy,5,beautiful   sexy,0.8074
739,MUCH smaller than it states,1,small state,0.0
740,Holy enormous!,2,holy enormous,0.0
741,Front black mesh at top pokes out at sides,3,black mesh poke side,0.0
742,Expected a Hawaiian shirt to be bigger but very high quality.,3,expect hawaiian shirt big high quality,0.0
743,Perfect for short girls,5,perfect short girl,0.5719
744,Smells really bad,3,smell bad,-0.5423
745,Not a halter?,5,halter,0.0
746,STIFF,2,stiff,0.0
747,The shirts are nice & colourful fit wELL. Wash well and are wrinkled free.,5,shirt nice   colourful fit wash wrinkle free,0.8225
748,Best open front jacket ever!,5,well open jacket,0.2732
749,Wrangler cowboy cut denims,1,wrangl cowboy cut denim,-0.2732
750,Clothes to thin,1,clothe thin,0.0
751,"Beautiful top, just not perfect",3,beautiful perfect,0.8225
752,Both too big and too small,2,big small,0.0
753,Pockets way too small,1,pocket way small,0.0
754,What a BARGIN.,5,bargin,0.0
755,Blousy back,4,blousy,0.0
756,It is fitted,5,fit,0.3612
757,"Amazing color, sleeves a bit short for me.",4,amazing color sleeve bit short,0.5859
758,Comfortable but not my favorite,3,comfortable favorite,0.743
759,Scam,1,scam,-0.5719
760,"Beautiful option with ""stand out"" detail!",5,beautiful option stand detail,0.5994
761,Elegant sundress,5,elegant sundress,0.4767
762,Striped tanl,5,stripe tanl,0.0
763,Great for sleep wear,4,great sleep wear,0.6249
764,"Lower quality, but good for the price.",3,low quality good price,0.2023
765,Arrived soaking wet in a plastic bag,1,arrive soak wet plastic bag,0.0
766,Who designed this shirt?,3,design shirt,0.0
767,The color does not match the picture but good otherwise.,4,color match picture good,0.4404
768,Comfy & casual,5,comfy   casual,0.2023
